# This file contains the cross section for particles into the FORWARD hemisphere only 
# Normalization: 1.5356E+12 pb 
# pid: 111
# log10(theta) log10(p/GeV) cross-section[pb/bin]
-1.575 3.575 0.0000E+00
-1.575 3.625 0.0000E+00
-1.575 3.675 0.0000E+00
-1.575 3.725 0.0000E+00
-1.575 3.775 0.0000E+00
-1.575 3.825 0.0000E+00
-1.575 3.875 0.0000E+00
-1.575 3.925 0.0000E+00
-1.575 3.975 0.0000E+00
-1.525 -1.975 0.0000E+00
-1.525 -1.925 0.0000E+00
-1.525 -1.875 0.0000E+00
-1.525 -1.825 0.0000E+00
-1.525 -1.775 0.0000E+00
-1.525 -1.725 0.0000E+00
-1.525 -1.675 0.0000E+00
-1.525 -1.625 0.0000E+00
-1.525 -1.575 0.0000E+00
-1.525 -1.525 0.0000E+00
-1.525 -1.475 0.0000E+00
-1.525 -1.425 7.8585E+04
-1.525 -1.375 0.0000E+00
-1.525 -1.325 0.0000E+00
-1.525 -1.275 7.8585E+04
-1.525 -1.225 7.8585E+04
-1.525 -1.175 1.5717E+05
-1.525 -1.125 7.8585E+04
-1.525 -1.075 4.7151E+05
-1.525 -1.025 1.5717E+05
-1.525 -0.975 3.9292E+05
-1.525 -0.925 7.8585E+05
-1.525 -0.875 1.2574E+06
-1.525 -0.825 1.4931E+06
-1.525 -0.775 1.7289E+06
-1.525 -0.725 2.4361E+06
-1.525 -0.675 2.9862E+06
-1.525 -0.625 4.6365E+06
-1.525 -0.575 4.2436E+06
-1.525 -0.525 6.8369E+06
-1.525 -0.475 9.1158E+06
-1.525 -0.425 1.0845E+07
-1.525 -0.375 1.1709E+07
-1.525 -0.325 1.5560E+07
-1.525 -0.275 1.8860E+07
-1.525 -0.225 2.4911E+07
-1.525 -0.175 3.2377E+07
-1.525 -0.125 3.5599E+07
-1.525 -0.075 4.6915E+07
-1.525 -0.025 5.5088E+07
-1.525 0.025 7.2534E+07
-1.525 0.075 8.7858E+07
-1.525 0.125 1.1198E+08
-1.525 0.175 1.4609E+08
-1.525 0.225 1.6008E+08
-1.525 0.275 1.9882E+08
-1.525 0.325 2.5147E+08
-1.525 0.375 3.0294E+08
-1.525 0.425 3.6770E+08
-1.525 0.475 4.3237E+08
-1.525 0.525 5.1159E+08
-1.525 0.575 5.9214E+08
-1.525 0.625 6.9980E+08
-1.525 0.675 8.0903E+08
-1.525 0.725 9.0309E+08
-1.525 0.775 1.0212E+09
-1.525 0.825 1.1320E+09
-1.525 0.875 1.2244E+09
-1.525 0.925 1.3237E+09
-1.525 0.975 1.3729E+09
-1.525 1.025 1.4491E+09
-1.525 1.075 1.4604E+09
-1.525 1.125 1.4454E+09
-1.525 1.175 1.3891E+09
-1.525 1.225 1.3313E+09
-1.525 1.275 1.2068E+09
-1.525 1.325 1.0762E+09
-1.525 1.375 9.4435E+08
-1.525 1.425 7.7925E+08
-1.525 1.475 6.4047E+08
-1.525 1.525 5.0538E+08
-1.525 1.575 4.0927E+08
-1.525 1.625 3.1913E+08
-1.525 1.675 2.5084E+08
-1.525 1.725 1.9403E+08
-1.525 1.775 1.4161E+08
-1.525 1.825 1.0609E+08
-1.525 1.875 7.6227E+07
-1.525 1.925 5.6188E+07
-1.525 1.975 3.9450E+07
-1.525 2.025 3.1905E+07
-1.525 2.075 1.7603E+07
-1.525 2.125 1.1866E+07
-1.525 2.175 8.8801E+06
-1.525 2.225 5.4223E+06
-1.525 2.275 4.2436E+06
-1.525 2.325 3.0648E+06
-1.525 2.375 1.5717E+06
-1.525 2.425 1.4145E+06
-1.525 2.475 7.0726E+05
-1.525 2.525 5.5009E+05
-1.525 2.575 3.1434E+05
-1.525 2.625 1.5717E+05
-1.525 2.675 0.0000E+00
-1.525 2.725 7.8585E+04
-1.525 2.775 7.8585E+04
-1.525 2.825 0.0000E+00
-1.525 2.875 0.0000E+00
-1.525 2.925 0.0000E+00
-1.525 2.975 0.0000E+00
-1.525 3.025 0.0000E+00
-1.525 3.075 0.0000E+00
-1.525 3.125 0.0000E+00
-1.525 3.175 0.0000E+00
-1.525 3.225 0.0000E+00
-1.525 3.275 0.0000E+00
-1.525 3.325 0.0000E+00
-1.525 3.375 0.0000E+00
-1.525 3.425 0.0000E+00
-1.525 3.475 0.0000E+00
-1.525 3.525 0.0000E+00
-1.525 3.575 0.0000E+00
-1.525 3.625 0.0000E+00
-1.525 3.675 0.0000E+00
-1.525 3.725 0.0000E+00
-1.525 3.775 0.0000E+00
-1.525 3.825 0.0000E+00
-1.525 3.875 0.0000E+00
-1.525 3.925 0.0000E+00
-1.525 3.975 0.0000E+00
-1.475 -1.975 0.0000E+00
-1.475 -1.925 0.0000E+00
-1.475 -1.875 0.0000E+00
-1.475 -1.825 0.0000E+00
-1.475 -1.775 0.0000E+00
-1.475 -1.725 0.0000E+00
-1.475 -1.675 0.0000E+00
-1.475 -1.625 0.0000E+00
-1.475 -1.575 0.0000E+00
-1.475 -1.525 7.8585E+04
-1.475 -1.475 0.0000E+00
-1.475 -1.425 0.0000E+00
-1.475 -1.375 1.5717E+05
-1.475 -1.325 0.0000E+00
-1.475 -1.275 0.0000E+00
-1.475 -1.225 7.8585E+04
-1.475 -1.175 7.8585E+04
-1.475 -1.125 3.9292E+05
-1.475 -1.075 2.3575E+05
-1.475 -1.025 5.5009E+05
-1.475 -0.975 7.0726E+05
-1.475 -0.925 9.4302E+05
-1.475 -0.875 1.5717E+06
-1.475 -0.825 1.7289E+06
-1.475 -0.775 2.2004E+06
-1.475 -0.725 1.8074E+06
-1.475 -0.675 3.6935E+06
-1.475 -0.625 4.0864E+06
-1.475 -0.575 6.4439E+06
-1.475 -0.525 6.6797E+06
-1.475 -0.475 9.2730E+06
-1.475 -0.425 1.1473E+07
-1.475 -0.375 1.5560E+07
-1.475 -0.325 1.9961E+07
-1.475 -0.275 2.2947E+07
-1.475 -0.225 3.0962E+07
-1.475 -0.175 3.6699E+07
-1.475 -0.125 4.8172E+07
-1.475 -0.075 5.7288E+07
-1.475 -0.025 7.2141E+07
-1.475 0.025 9.0922E+07
-1.475 0.075 1.1065E+08
-1.475 0.125 1.4428E+08
-1.475 0.175 1.7454E+08
-1.475 0.225 2.0794E+08
-1.475 0.275 2.5603E+08
-1.475 0.325 3.0554E+08
-1.475 0.375 3.5921E+08
-1.475 0.425 4.4070E+08
-1.475 0.475 5.2031E+08
-1.475 0.525 6.1029E+08
-1.475 0.575 7.0066E+08
-1.475 0.625 8.1555E+08
-1.475 0.675 9.2730E+08
-1.475 0.725 1.0397E+09
-1.475 0.775 1.1506E+09
-1.475 0.825 1.2508E+09
-1.475 0.875 1.3583E+09
-1.475 0.925 1.4163E+09
-1.475 0.975 1.4654E+09
-1.475 1.025 1.4607E+09
-1.475 1.075 1.4665E+09
-1.475 1.125 1.4336E+09
-1.475 1.175 1.3534E+09
-1.475 1.225 1.2237E+09
-1.475 1.275 1.1042E+09
-1.475 1.325 9.5661E+08
-1.475 1.375 8.0329E+08
-1.475 1.425 6.4966E+08
-1.475 1.475 5.2762E+08
-1.475 1.525 4.1453E+08
-1.475 1.575 3.1858E+08
-1.475 1.625 2.4856E+08
-1.475 1.675 1.8923E+08
-1.475 1.725 1.4774E+08
-1.475 1.775 1.0452E+08
-1.475 1.825 7.8192E+07
-1.475 1.875 5.4695E+07
-1.475 1.925 4.5108E+07
-1.475 1.975 2.7190E+07
-1.475 2.025 2.0275E+07
-1.475 2.075 1.4302E+07
-1.475 2.125 8.6443E+06
-1.475 2.175 5.9724E+06
-1.475 2.225 4.0078E+06
-1.475 2.275 2.5147E+06
-1.475 2.325 2.5147E+06
-1.475 2.375 1.6503E+06
-1.475 2.425 7.8585E+05
-1.475 2.475 2.3575E+05
-1.475 2.525 2.3575E+05
-1.475 2.575 1.5717E+05
-1.475 2.625 2.3575E+05
-1.475 2.675 2.3575E+05
-1.475 2.725 0.0000E+00
-1.475 2.775 0.0000E+00
-1.475 2.825 0.0000E+00
-1.475 2.875 0.0000E+00
-1.475 2.925 0.0000E+00
-1.475 2.975 0.0000E+00
-1.475 3.025 0.0000E+00
-1.475 3.075 0.0000E+00
-1.475 3.125 0.0000E+00
-1.475 3.175 0.0000E+00
-1.475 3.225 0.0000E+00
-1.475 3.275 0.0000E+00
-1.475 3.325 0.0000E+00
-1.475 3.375 0.0000E+00
-1.475 3.425 0.0000E+00
-1.475 3.475 0.0000E+00
-1.475 3.525 0.0000E+00
-1.475 3.575 0.0000E+00
-1.475 3.625 0.0000E+00
-1.475 3.675 0.0000E+00
-1.475 3.725 0.0000E+00
-1.475 3.775 0.0000E+00
-1.475 3.825 0.0000E+00
-1.475 3.875 0.0000E+00
-1.475 3.925 0.0000E+00
-1.475 3.975 0.0000E+00
-1.425 -1.975 0.0000E+00
-1.425 -1.925 0.0000E+00
-1.425 -1.875 7.8585E+04
-1.425 -1.825 0.0000E+00
-1.425 -1.775 0.0000E+00
-1.425 -1.725 0.0000E+00
-1.425 -1.675 0.0000E+00
-1.425 -1.625 0.0000E+00
-1.425 -1.575 0.0000E+00
-1.425 -1.525 0.0000E+00
-1.425 -1.475 0.0000E+00
-1.425 -1.425 0.0000E+00
-1.425 -1.375 1.5717E+05
-1.425 -1.325 1.5717E+05
-1.425 -1.275 2.3575E+05
-1.425 -1.225 2.3575E+05
-1.425 -1.175 7.8585E+04
-1.425 -1.125 3.1434E+05
-1.425 -1.075 7.8585E+05
-1.425 -1.025 4.7151E+05
-1.425 -0.975 5.5009E+05
-1.425 -0.925 1.1788E+06
-1.425 -0.875 1.8074E+06
-1.425 -0.825 2.1218E+06
-1.425 -0.775 2.0432E+06
-1.425 -0.725 3.3791E+06
-1.425 -0.675 4.4793E+06
-1.425 -0.625 5.0294E+06
-1.425 -0.575 7.1512E+06
-1.425 -0.525 1.0137E+07
-1.425 -0.475 9.7445E+06
-1.425 -0.425 1.6110E+07
-1.425 -0.375 1.9568E+07
-1.425 -0.325 2.3340E+07
-1.425 -0.275 3.1984E+07
-1.425 -0.225 3.8035E+07
-1.425 -0.175 4.3614E+07
-1.425 -0.125 6.1610E+07
-1.425 -0.075 7.5048E+07
-1.425 -0.025 9.3594E+07
-1.425 0.025 1.1033E+08
-1.425 0.075 1.4350E+08
-1.425 0.125 1.7171E+08
-1.425 0.175 2.0542E+08
-1.425 0.225 2.6090E+08
-1.425 0.275 3.0656E+08
-1.425 0.325 3.7579E+08
-1.425 0.375 4.3465E+08
-1.425 0.425 5.2832E+08
-1.425 0.475 6.3064E+08
-1.425 0.525 7.1850E+08
-1.425 0.575 8.3166E+08
-1.425 0.625 9.5512E+08
-1.425 0.675 1.0485E+09
-1.425 0.725 1.1568E+09
-1.425 0.775 1.2664E+09
-1.425 0.825 1.3728E+09
-1.425 0.875 1.4270E+09
-1.425 0.925 1.4850E+09
-1.425 0.975 1.5114E+09
-1.425 1.025 1.5009E+09
-1.425 1.075 1.4471E+09
-1.425 1.125 1.3671E+09
-1.425 1.175 1.2570E+09
-1.425 1.225 1.1222E+09
-1.425 1.275 9.7689E+08
-1.425 1.325 8.2247E+08
-1.425 1.375 6.5705E+08
-1.425 1.425 5.4074E+08
-1.425 1.475 4.1980E+08
-1.425 1.525 3.2990E+08
-1.425 1.575 2.5846E+08
-1.425 1.625 2.0023E+08
-1.425 1.675 1.5253E+08
-1.425 1.725 1.1631E+08
-1.425 1.775 8.0392E+07
-1.425 1.825 5.8074E+07
-1.425 1.875 4.0628E+07
-1.425 1.925 3.2534E+07
-1.425 1.975 2.1454E+07
-1.425 2.025 1.4695E+07
-1.425 2.075 8.8015E+06
-1.425 2.125 6.9940E+06
-1.425 2.175 4.5579E+06
-1.425 2.225 3.1434E+06
-1.425 2.275 1.6503E+06
-1.425 2.325 8.6443E+05
-1.425 2.375 1.1788E+06
-1.425 2.425 6.2868E+05
-1.425 2.475 1.5717E+05
-1.425 2.525 7.8585E+04
-1.425 2.575 7.8585E+04
-1.425 2.625 7.8585E+04
-1.425 2.675 0.0000E+00
-1.425 2.725 0.0000E+00
-1.425 2.775 0.0000E+00
-1.425 2.825 7.8585E+04
-1.425 2.875 0.0000E+00
-1.425 2.925 0.0000E+00
-1.425 2.975 0.0000E+00
-1.425 3.025 0.0000E+00
-1.425 3.075 0.0000E+00
-1.425 3.125 0.0000E+00
-1.425 3.175 0.0000E+00
-1.425 3.225 0.0000E+00
-1.425 3.275 0.0000E+00
-1.425 3.325 0.0000E+00
-1.425 3.375 0.0000E+00
-1.425 3.425 0.0000E+00
-1.425 3.475 0.0000E+00
-1.425 3.525 0.0000E+00
-1.425 3.575 0.0000E+00
-1.425 3.625 0.0000E+00
-1.425 3.675 0.0000E+00
-1.425 3.725 0.0000E+00
-1.425 3.775 0.0000E+00
-1.425 3.825 0.0000E+00
-1.425 3.875 0.0000E+00
-1.425 3.925 0.0000E+00
-1.425 3.975 0.0000E+00
-1.375 -1.975 0.0000E+00
-1.375 -1.925 0.0000E+00
-1.375 -1.875 0.0000E+00
-1.375 -1.825 0.0000E+00
-1.375 -1.775 0.0000E+00
-1.375 -1.725 0.0000E+00
-1.375 -1.675 0.0000E+00
-1.375 -1.625 0.0000E+00
-1.375 -1.575 0.0000E+00
-1.375 -1.525 0.0000E+00
-1.375 -1.475 0.0000E+00
-1.375 -1.425 7.8585E+04
-1.375 -1.375 1.5717E+05
-1.375 -1.325 7.8585E+04
-1.375 -1.275 1.5717E+05
-1.375 -1.225 2.3575E+05
-1.375 -1.175 3.9292E+05
-1.375 -1.125 1.5717E+05
-1.375 -1.075 3.1434E+05
-1.375 -1.025 9.4302E+05
-1.375 -0.975 1.2574E+06
-1.375 -0.925 1.5717E+06
-1.375 -0.875 1.5717E+06
-1.375 -0.825 2.0432E+06
-1.375 -0.775 3.3791E+06
-1.375 -0.725 4.2436E+06
-1.375 -0.675 4.7151E+06
-1.375 -0.625 7.7799E+06
-1.375 -0.575 9.3516E+06
-1.375 -0.525 1.2338E+07
-1.375 -0.475 1.4695E+07
-1.375 -0.425 2.1375E+07
-1.375 -0.375 2.6247E+07
-1.375 -0.325 2.9705E+07
-1.375 -0.275 3.7721E+07
-1.375 -0.225 4.6679E+07
-1.375 -0.175 5.6895E+07
-1.375 -0.125 7.1119E+07
-1.375 -0.075 8.8408E+07
-1.375 -0.025 1.1410E+08
-1.375 0.025 1.3493E+08
-1.375 0.075 1.7351E+08
-1.375 0.125 2.0911E+08
-1.375 0.175 2.6271E+08
-1.375 0.225 3.2070E+08
-1.375 0.275 3.8554E+08
-1.375 0.325 4.5123E+08
-1.375 0.375 5.3603E+08
-1.375 0.425 6.2231E+08
-1.375 0.475 7.3697E+08
-1.375 0.525 8.4856E+08
-1.375 0.575 9.5858E+08
-1.375 0.625 1.0432E+09
-1.375 0.675 1.1748E+09
-1.375 0.725 1.2822E+09
-1.375 0.775 1.3627E+09
-1.375 0.825 1.4593E+09
-1.375 0.875 1.5076E+09
-1.375 0.925 1.5279E+09
-1.375 0.975 1.5119E+09
-1.375 1.025 1.4718E+09
-1.375 1.075 1.3904E+09
-1.375 1.125 1.2889E+09
-1.375 1.175 1.1489E+09
-1.375 1.225 1.0021E+09
-1.375 1.275 8.2703E+08
-1.375 1.325 6.8039E+08
-1.375 1.375 5.4349E+08
-1.375 1.425 4.3284E+08
-1.375 1.475 3.3705E+08
-1.375 1.525 2.6302E+08
-1.375 1.575 2.0636E+08
-1.375 1.625 1.5599E+08
-1.375 1.675 1.1756E+08
-1.375 1.725 8.6443E+07
-1.375 1.775 6.4047E+07
-1.375 1.825 4.4636E+07
-1.375 1.875 3.1827E+07
-1.375 1.925 2.3104E+07
-1.375 1.975 1.5638E+07
-1.375 2.025 8.5657E+06
-1.375 2.075 7.5441E+06
-1.375 2.125 3.3791E+06
-1.375 2.175 2.8290E+06
-1.375 2.225 1.7289E+06
-1.375 2.275 1.1788E+06
-1.375 2.325 9.4302E+05
-1.375 2.375 4.7151E+05
-1.375 2.425 2.3575E+05
-1.375 2.475 3.9292E+05
-1.375 2.525 2.3575E+05
-1.375 2.575 0.0000E+00
-1.375 2.625 7.8585E+04
-1.375 2.675 7.8585E+04
-1.375 2.725 0.0000E+00
-1.375 2.775 0.0000E+00
-1.375 2.825 0.0000E+00
-1.375 2.875 0.0000E+00
-1.375 2.925 0.0000E+00
-1.375 2.975 0.0000E+00
-1.375 3.025 0.0000E+00
-1.375 3.075 0.0000E+00
-1.375 3.125 0.0000E+00
-1.375 3.175 0.0000E+00
-1.375 3.225 0.0000E+00
-1.375 3.275 0.0000E+00
-1.375 3.325 0.0000E+00
-1.375 3.375 0.0000E+00
-1.375 3.425 0.0000E+00
-1.375 3.475 0.0000E+00
-1.375 3.525 0.0000E+00
-1.375 3.575 0.0000E+00
-1.375 3.625 0.0000E+00
-1.375 3.675 0.0000E+00
-1.375 3.725 0.0000E+00
-1.375 3.775 0.0000E+00
-1.375 3.825 0.0000E+00
-1.375 3.875 0.0000E+00
-1.375 3.925 0.0000E+00
-1.375 3.975 0.0000E+00
-1.325 -1.975 0.0000E+00
-1.325 -1.925 0.0000E+00
-1.325 -1.875 0.0000E+00
-1.325 -1.825 0.0000E+00
-1.325 -1.775 0.0000E+00
-1.325 -1.725 0.0000E+00
-1.325 -1.675 0.0000E+00
-1.325 -1.625 0.0000E+00
-1.325 -1.575 0.0000E+00
-1.325 -1.525 0.0000E+00
-1.325 -1.475 7.8585E+04
-1.325 -1.425 0.0000E+00
-1.325 -1.375 7.8585E+04
-1.325 -1.325 0.0000E+00
-1.325 -1.275 1.5717E+05
-1.325 -1.225 6.2868E+05
-1.325 -1.175 2.3575E+05
-1.325 -1.125 6.2868E+05
-1.325 -1.075 3.9292E+05
-1.325 -1.025 1.2574E+06
-1.325 -0.975 1.3359E+06
-1.325 -0.925 1.1788E+06
-1.325 -0.875 2.8290E+06
-1.325 -0.825 2.4361E+06
-1.325 -0.775 3.6149E+06
-1.325 -0.725 4.8722E+06
-1.325 -0.675 6.8369E+06
-1.325 -0.625 9.6659E+06
-1.325 -0.575 1.0452E+07
-1.325 -0.525 1.2495E+07
-1.325 -0.475 2.0982E+07
-1.325 -0.425 2.3654E+07
-1.325 -0.375 3.0177E+07
-1.325 -0.325 3.5677E+07
-1.325 -0.275 4.4322E+07
-1.325 -0.225 5.9017E+07
-1.325 -0.175 7.1512E+07
-1.325 -0.125 8.9979E+07
-1.325 -0.075 1.1120E+08
-1.325 -0.025 1.4153E+08
-1.325 0.025 1.6762E+08
-1.325 0.075 2.2082E+08
-1.325 0.125 2.6051E+08
-1.325 0.175 3.1701E+08
-1.325 0.225 3.7375E+08
-1.325 0.275 4.4353E+08
-1.325 0.325 5.4852E+08
-1.325 0.375 6.3206E+08
-1.325 0.425 7.4585E+08
-1.325 0.475 8.7866E+08
-1.325 0.525 9.6659E+08
-1.325 0.575 1.0677E+09
-1.325 0.625 1.1868E+09
-1.325 0.675 1.2977E+09
-1.325 0.725 1.3962E+09
-1.325 0.775 1.4569E+09
-1.325 0.825 1.5311E+09
-1.325 0.875 1.5600E+09
-1.325 0.925 1.5243E+09
-1.325 0.975 1.4867E+09
-1.325 1.025 1.4031E+09
-1.325 1.075 1.3005E+09
-1.325 1.125 1.1715E+09
-1.325 1.175 1.0175E+09
-1.325 1.225 8.4392E+08
-1.325 1.275 6.9414E+08
-1.325 1.325 5.6353E+08
-1.325 1.375 4.3890E+08
-1.325 1.425 3.4365E+08
-1.325 1.475 2.7190E+08
-1.325 1.525 2.0872E+08
-1.325 1.575 1.5874E+08
-1.325 1.625 1.1678E+08
-1.325 1.675 8.7543E+07
-1.325 1.725 6.7347E+07
-1.325 1.775 4.7308E+07
-1.325 1.825 3.1591E+07
-1.325 1.875 2.3025E+07
-1.325 1.925 1.5324E+07
-1.325 1.975 1.1395E+07
-1.325 2.025 8.0156E+06
-1.325 2.075 4.0078E+06
-1.325 2.125 2.4361E+06
-1.325 2.175 1.1788E+06
-1.325 2.225 8.6443E+05
-1.325 2.275 1.4931E+06
-1.325 2.325 2.3575E+05
-1.325 2.375 2.3575E+05
-1.325 2.425 7.8585E+04
-1.325 2.475 7.8585E+04
-1.325 2.525 7.8585E+04
-1.325 2.575 0.0000E+00
-1.325 2.625 7.8585E+04
-1.325 2.675 0.0000E+00
-1.325 2.725 0.0000E+00
-1.325 2.775 0.0000E+00
-1.325 2.825 0.0000E+00
-1.325 2.875 0.0000E+00
-1.325 2.925 0.0000E+00
-1.325 2.975 0.0000E+00
-1.325 3.025 0.0000E+00
-1.325 3.075 0.0000E+00
-1.325 3.125 0.0000E+00
-1.325 3.175 0.0000E+00
-1.325 3.225 0.0000E+00
-1.325 3.275 0.0000E+00
-1.325 3.325 0.0000E+00
-1.325 3.375 0.0000E+00
-1.325 3.425 0.0000E+00
-1.325 3.475 0.0000E+00
-1.325 3.525 0.0000E+00
-1.325 3.575 0.0000E+00
-1.325 3.625 0.0000E+00
-1.325 3.675 0.0000E+00
-1.325 3.725 0.0000E+00
-1.325 3.775 0.0000E+00
-1.325 3.825 0.0000E+00
-1.325 3.875 0.0000E+00
-1.325 3.925 0.0000E+00
-1.325 3.975 0.0000E+00
-1.275 -1.975 0.0000E+00
-1.275 -1.925 0.0000E+00
-1.275 -1.875 0.0000E+00
-1.275 -1.825 0.0000E+00
-1.275 -1.775 0.0000E+00
-1.275 -1.725 0.0000E+00
-1.275 -1.675 0.0000E+00
-1.275 -1.625 7.8585E+04
-1.275 -1.575 0.0000E+00
-1.275 -1.525 7.8585E+04
-1.275 -1.475 2.3575E+05
-1.275 -1.425 7.8585E+04
-1.275 -1.375 0.0000E+00
-1.275 -1.325 4.7151E+05
-1.275 -1.275 2.3575E+05
-1.275 -1.225 4.7151E+05
-1.275 -1.175 7.0726E+05
-1.275 -1.125 5.5009E+05
-1.275 -1.075 1.3359E+06
-1.275 -1.025 1.3359E+06
-1.275 -0.975 1.6503E+06
-1.275 -0.925 2.2790E+06
-1.275 -0.875 2.9862E+06
-1.275 -0.825 2.8290E+06
-1.275 -0.775 5.8938E+06
-1.275 -0.725 6.6797E+06
-1.275 -0.675 9.5087E+06
-1.275 -0.625 1.1159E+07
-1.275 -0.575 1.3045E+07
-1.275 -0.525 1.7053E+07
-1.275 -0.475 2.4047E+07
-1.275 -0.425 2.8369E+07
-1.275 -0.375 3.9842E+07
-1.275 -0.325 4.7229E+07
-1.275 -0.275 5.6345E+07
-1.275 -0.225 7.4970E+07
-1.275 -0.175 8.8172E+07
-1.275 -0.125 1.1175E+08
-1.275 -0.075 1.3964E+08
-1.275 -0.025 1.7768E+08
-1.275 0.025 2.2326E+08
-1.275 0.075 2.6923E+08
-1.275 0.125 3.1300E+08
-1.275 0.175 3.9481E+08
-1.275 0.225 4.6593E+08
-1.275 0.275 5.4263E+08
-1.275 0.325 6.4872E+08
-1.275 0.375 7.5457E+08
-1.275 0.425 8.6027E+08
-1.275 0.475 9.7256E+08
-1.275 0.525 1.1025E+09
-1.275 0.575 1.2110E+09
-1.275 0.625 1.3124E+09
-1.275 0.675 1.4228E+09
-1.275 0.725 1.4885E+09
-1.275 0.775 1.5580E+09
-1.275 0.825 1.5582E+09
-1.275 0.875 1.5676E+09
-1.275 0.925 1.5277E+09
-1.275 0.975 1.4588E+09
-1.275 1.025 1.3161E+09
-1.275 1.075 1.1858E+09
-1.275 1.125 1.0328E+09
-1.275 1.175 8.7158E+08
-1.275 1.225 7.1174E+08
-1.275 1.275 5.6785E+08
-1.275 1.325 4.5430E+08
-1.275 1.375 3.5544E+08
-1.275 1.425 2.8110E+08
-1.275 1.475 2.1367E+08
-1.275 1.525 1.6306E+08
-1.275 1.575 1.1819E+08
-1.275 1.625 9.0608E+07
-1.275 1.675 6.4047E+07
-1.275 1.725 4.5736E+07
-1.275 1.775 3.3477E+07
-1.275 1.825 2.3261E+07
-1.275 1.875 1.7053E+07
-1.275 1.925 1.0845E+07
-1.275 1.975 7.3084E+06
-1.275 2.025 5.1866E+06
-1.275 2.075 3.0648E+06
-1.275 2.125 1.9646E+06
-1.275 2.175 1.1788E+06
-1.275 2.225 7.0726E+05
-1.275 2.275 6.2868E+05
-1.275 2.325 5.5009E+05
-1.275 2.375 3.1434E+05
-1.275 2.425 3.9292E+05
-1.275 2.475 7.8585E+04
-1.275 2.525 0.0000E+00
-1.275 2.575 1.5717E+05
-1.275 2.625 0.0000E+00
-1.275 2.675 0.0000E+00
-1.275 2.725 0.0000E+00
-1.275 2.775 0.0000E+00
-1.275 2.825 0.0000E+00
-1.275 2.875 0.0000E+00
-1.275 2.925 0.0000E+00
-1.275 2.975 0.0000E+00
-1.275 3.025 0.0000E+00
-1.275 3.075 0.0000E+00
-1.275 3.125 0.0000E+00
-1.275 3.175 0.0000E+00
-1.275 3.225 0.0000E+00
-1.275 3.275 0.0000E+00
-1.275 3.325 0.0000E+00
-1.275 3.375 0.0000E+00
-1.275 3.425 0.0000E+00
-1.275 3.475 0.0000E+00
-1.275 3.525 0.0000E+00
-1.275 3.575 0.0000E+00
-1.275 3.625 0.0000E+00
-1.275 3.675 0.0000E+00
-1.275 3.725 0.0000E+00
-1.275 3.775 0.0000E+00
-1.275 3.825 0.0000E+00
-1.275 3.875 0.0000E+00
-1.275 3.925 0.0000E+00
-1.275 3.975 0.0000E+00
-1.225 -1.975 0.0000E+00
-1.225 -1.925 0.0000E+00
-1.225 -1.875 0.0000E+00
-1.225 -1.825 0.0000E+00
-1.225 -1.775 0.0000E+00
-1.225 -1.725 7.8585E+04
-1.225 -1.675 0.0000E+00
-1.225 -1.625 7.8585E+04
-1.225 -1.575 1.5717E+05
-1.225 -1.525 0.0000E+00
-1.225 -1.475 1.5717E+05
-1.225 -1.425 2.3575E+05
-1.225 -1.375 7.8585E+04
-1.225 -1.325 3.9292E+05
-1.225 -1.275 1.5717E+05
-1.225 -1.225 2.3575E+05
-1.225 -1.175 6.2868E+05
-1.225 -1.125 5.5009E+05
-1.225 -1.075 9.4302E+05
-1.225 -1.025 1.3359E+06
-1.225 -0.975 2.2790E+06
-1.225 -0.925 2.3575E+06
-1.225 -0.875 3.6149E+06
-1.225 -0.825 5.3438E+06
-1.225 -0.775 6.8369E+06
-1.225 -0.725 6.4439E+06
-1.225 -0.675 1.2259E+07
-1.225 -0.625 1.4538E+07
-1.225 -0.575 1.9961E+07
-1.225 -0.525 2.2947E+07
-1.225 -0.475 2.8448E+07
-1.225 -0.425 3.9450E+07
-1.225 -0.375 4.5343E+07
-1.225 -0.325 5.8938E+07
-1.225 -0.275 7.1512E+07
-1.225 -0.225 9.4066E+07
-1.225 -0.175 1.1961E+08
-1.225 -0.125 1.3972E+08
-1.225 -0.075 1.7902E+08
-1.225 -0.025 2.2287E+08
-1.225 0.025 2.6727E+08
-1.225 0.075 3.2825E+08
-1.225 0.125 3.8412E+08
-1.225 0.175 4.6514E+08
-1.225 0.225 5.5889E+08
-1.225 0.275 6.5351E+08
-1.225 0.325 7.5622E+08
-1.225 0.375 8.8596E+08
-1.225 0.425 9.9543E+08
-1.225 0.475 1.1117E+09
-1.225 0.525 1.2065E+09
-1.225 0.575 1.3242E+09
-1.225 0.625 1.4428E+09
-1.225 0.675 1.5123E+09
-1.225 0.725 1.5666E+09
-1.225 0.775 1.6030E+09
-1.225 0.825 1.5691E+09
-1.225 0.875 1.5405E+09
-1.225 0.925 1.4589E+09
-1.225 0.975 1.3528E+09
-1.225 1.025 1.2166E+09
-1.225 1.075 1.0440E+09
-1.225 1.125 8.8997E+08
-1.225 1.175 7.1709E+08
-1.225 1.225 5.8404E+08
-1.225 1.275 4.7056E+08
-1.225 1.325 3.6133E+08
-1.225 1.375 2.8424E+08
-1.225 1.425 2.2287E+08
-1.225 1.475 1.6911E+08
-1.225 1.525 1.2715E+08
-1.225 1.575 9.5009E+07
-1.225 1.625 6.8840E+07
